jobId,userId,eventType,job_title
8.89E+18,-3.60E+18,APPLIED,Full Stack Software Engineer
8.89E+18,-2.55E+18,VIEW,Full Stack Software Engineer
8.89E+18,-2.55E+18,VIEW,Full Stack Software Engineer
8.89E+18,4.42E+18,VIEW,Full Stack Software Engineer
8.89E+18,7.31E+18,VIEW,Full Stack Software Engineer
8.89E+18,7.31E+18,VIEW,Full Stack Software Engineer
8.89E+18,4.42E+18,VIEW,Full Stack Software Engineer
8.89E+18,4.42E+18,VIEW,Full Stack Software Engineer
8.89E+18,4.42E+18,VIEW,Full Stack Software Engineer
8.89E+18,-5.53E+18,VIEW,Full Stack Software Engineer
8.89E+18,2.90E+18,VIEW,Full Stack Software Engineer
8.89E+18,-8.40E+18,VIEW,Full Stack Software Engineer
3.11E+17,-1.13E+18,VIEW,HR Operation Lead
3.11E+17,-8.76E+18,VIEW,HR Operation Lead
3.11E+17,3.44E+17,VIEW,HR Operation Lead
3.11E+17,3.61E+18,VIEW,HR Operation Lead
3.11E+17,-1.13E+18,VIEW,HR Operation Lead
3.11E+17,-8.76E+18,VIEW,HR Operation Lead
3.11E+17,3.61E+18,FAVOURITED,HR Operation Lead
3.11E+17,-8.76E+18,FAVOURITED,HR Operation Lead
3.11E+17,3.61E+18,VIEW,HR Operation Lead
3.11E+17,3.44E+17,FAVOURITED,HR Operation Lead
3.11E+17,3.44E+17,VIEW,HR Operation Lead
3.11E+17,-7.09E+17,APPLIED,HR Operation Lead
3.11E+17,-7.09E+17,FAVOURITED,HR Operation Lead
3.11E+17,7.21E+18,VIEW,HR Operation Lead
3.11E+17,7.21E+18,VIEW,HR Operation Lead
3.11E+17,-5.60E+18,FAVOURITED,HR Operation Lead
3.11E+17,-5.60E+18,VIEW,HR Operation Lead
3.11E+17,-5.60E+18,VIEW,HR Operation Lead
3.11E+17,-5.53E+18,VIEW,HR Operation Lead
3.11E+17,-5.53E+18,VIEW,HR Operation Lead
3.11E+17,-1.13E+18,VIEW,HR Operation Lead
3.11E+17,-5.53E+18,VIEW,HR Operation Lead
3.11E+17,-1.03E+18,VIEW,HR Operation Lead
3.11E+17,-1.03E+18,VIEW,HR Operation Lead
3.11E+17,-7.99E+18,VIEW,HR Operation Lead
3.11E+17,-1.13E+18,VIEW,HR Operation Lead
3.11E+17,-1.13E+18,APPLIED,HR Operation Lead
3.11E+17,-1.03E+18,FAVOURITED,HR Operation Lead
3.11E+17,-1.03E+18,VIEW,HR Operation Lead
3.11E+17,-7.99E+18,VIEW,HR Operation Lead
3.11E+17,-1.03E+18,VIEW,HR Operation Lead
3.11E+17,-1.03E+18,APPLIED,HR Operation Lead
3.11E+17,-5.53E+18,VIEW,HR Operation Lead
3.11E+17,-7.99E+18,VIEW,HR Operation Lead
3.11E+17,3.41E+18,APPLIED,HR Operation Lead
3.11E+17,3.41E+18,VIEW,HR Operation Lead
3.11E+17,-1.03E+18,VIEW,HR Operation Lead
3.11E+17,-1.03E+18,VIEW,HR Operation Lead
3.11E+17,3.41E+18,VIEW,HR Operation Lead
3.11E+17,-2.35E+18,VIEW,HR Operation Lead
3.11E+17,7.05E+18,VIEW,HR Operation Lead
3.11E+17,7.59E+18,VIEW,HR Operation Lead
3.11E+17,1.90E+18,VIEW,HR Operation Lead
3.11E+17,-2.35E+18,VIEW,HR Operation Lead
3.11E+17,7.05E+18,VIEW,HR Operation Lead
3.11E+17,1.90E+18,APPLIED,HR Operation Lead
3.11E+17,7.59E+18,VIEW,HR Operation Lead
3.11E+17,6.20E+18,VIEW,HR Operation Lead
3.11E+17,1.90E+18,VIEW,HR Operation Lead
3.11E+17,6.20E+18,VIEW,HR Operation Lead
3.11E+17,3.44E+17,VIEW,HR Operation Lead
3.11E+17,-5.53E+18,VIEW,HR Operation Lead
3.11E+17,-5.53E+18,VIEW,HR Operation Lead
3.11E+17,-1.13E+18,VIEW,HR Operation Lead
3.11E+17,-1.13E+18,VIEW,HR Operation Lead
3.11E+17,-3.50E+18,VIEW,HR Operation Lead
3.11E+17,-1.44E+18,VIEW,HR Operation Lead
3.11E+17,-3.50E+18,VIEW,HR Operation Lead
3.11E+17,-1.44E+18,FAVOURITED,HR Operation Lead
3.11E+17,-1.44E+18,VIEW,HR Operation Lead
3.11E+17,-1.13E+18,VIEW,HR Operation Lead
3.11E+17,-6.90E+18,VIEW,HR Operation Lead
3.11E+17,-6.90E+18,VIEW,HR Operation Lead
3.11E+17,7.31E+18,VIEW,HR Operation Lead
3.11E+17,6.57E+18,VIEW,HR Operation Lead
3.11E+17,6.57E+18,VIEW,HR Operation Lead
3.11E+17,6.27E+17,VIEW,HR Operation Lead
3.11E+17,7.31E+18,VIEW,HR Operation Lead
3.11E+17,6.27E+17,VIEW,HR Operation Lead
3.11E+17,1.91E+18,VIEW,HR Operation Lead
3.11E+17,1.91E+18,VIEW,HR Operation Lead
3.11E+17,7.39E+18,VIEW,HR Operation Lead
3.11E+17,7.39E+18,VIEW,HR Operation Lead
3.11E+17,3.44E+17,VIEW,HR Operation Lead
3.11E+17,-1.58E+18,VIEW,HR Operation Lead
3.11E+17,3.44E+17,VIEW,HR Operation Lead
3.11E+17,-1.58E+18,VIEW,HR Operation Lead
3.11E+17,-1.58E+18,FAVOURITED,HR Operation Lead
3.11E+17,4.95E+18,VIEW,HR Operation Lead
3.11E+17,4.95E+18,VIEW,HR Operation Lead
3.11E+17,4.95E+18,FAVOURITED,HR Operation Lead
3.11E+17,7.95E+18,VIEW,HR Operation Lead
3.11E+17,7.95E+18,VIEW,HR Operation Lead
3.11E+17,1.62E+18,VIEW,HR Operation Lead
3.11E+17,1.62E+18,FAVOURITED,HR Operation Lead
3.11E+17,1.62E+18,VIEW,HR Operation Lead
3.11E+17,-9.01E+18,VIEW,HR Operation Lead
3.11E+17,-9.01E+18,VIEW,HR Operation Lead
3.11E+17,-1.25E+18,VIEW,HR Operation Lead
3.11E+17,-4.49E+18,VIEW,HR Operation Lead
3.11E+17,-4.49E+18,VIEW,HR Operation Lead
3.11E+17,-1.25E+18,VIEW,HR Operation Lead
3.11E+17,1.90E+18,VIEW,HR Operation Lead
3.11E+17,6.92E+18,VIEW,HR Operation Lead
3.11E+17,-3.50E+18,VIEW,HR Operation Lead
3.11E+17,-1.03E+18,VIEW,HR Operation Lead
3.11E+17,-1.03E+18,VIEW,HR Operation Lead
3.11E+17,1.90E+18,VIEW,HR Operation Lead
3.11E+17,-3.50E+18,VIEW,HR Operation Lead
3.11E+17,-8.63E+18,VIEW,HR Operation Lead
3.11E+17,-8.63E+18,VIEW,HR Operation Lead
3.11E+17,-3.50E+18,APPLIED,HR Operation Lead
3.11E+17,6.92E+18,VIEW,HR Operation Lead
3.11E+17,1.90E+18,VIEW,HR Operation Lead
3.11E+17,1.90E+18,VIEW,HR Operation Lead
3.11E+17,4.06E+18,VIEW,HR Operation Lead
3.11E+17,-5.53E+18,VIEW,HR Operation Lead
3.11E+17,8.82E+17,VIEW,HR Operation Lead
3.11E+17,3.47E+18,VIEW,HR Operation Lead
3.11E+17,-5.39E+18,VIEW,HR Operation Lead
3.11E+17,-4.11E+18,VIEW,HR Operation Lead
3.11E+17,-6.93E+18,VIEW,HR Operation Lead
3.11E+17,3.01E+18,VIEW,HR Operation Lead
-7.82E+18,-4.45E+17,VIEW,Manager
-7.82E+18,-4.45E+17,VIEW,Manager
-7.82E+18,-1.09E+17,VIEW,Manager
-7.82E+18,-1.09E+17,VIEW,Manager
-7.82E+18,-1.09E+17,VIEW,Manager
-7.82E+18,6.00E+18,VIEW,Manager
-7.82E+18,6.00E+18,VIEW,Manager
-7.82E+18,-1.03E+18,VIEW,Manager
-7.82E+18,-1.03E+18,VIEW,Manager
-7.82E+18,-1.03E+18,FAVOURITED,Manager
-7.82E+18,1.30E+18,VIEW,Manager
-8.86E+18,3.61E+18,VIEW,Civil Engineer
-8.86E+18,3.61E+18,VIEW,Civil Engineer
-8.86E+18,-4.30E+18,VIEW,Civil Engineer
-8.86E+18,-7.04E+18,VIEW,Civil Engineer
-8.86E+18,-7.04E+18,VIEW,Civil Engineer
-8.86E+18,-4.30E+18,VIEW,Civil Engineer
-8.86E+18,-8.40E+18,VIEW,Civil Engineer
-8.86E+18,-7.04E+18,VIEW,Civil Engineer
-8.86E+18,6.04E+18,VIEW,Civil Engineer
-1.49E+18,4.25E+18,VIEW,System Administrator
-1.49E+18,4.25E+18,VIEW,System Administrator
-1.49E+18,3.61E+18,VIEW,System Administrator
-1.49E+18,3.61E+18,VIEW,System Administrator
-1.49E+18,7.02E+18,VIEW,System Administrator
-1.49E+18,7.02E+18,VIEW,System Administrator
-1.49E+18,3.02E+18,VIEW,System Administrator
-1.49E+18,3.02E+18,VIEW,System Administrator
-1.49E+18,7.77E+18,VIEW,System Administrator
-1.49E+18,7.77E+18,VIEW,System Administrator
-1.49E+18,7.13E+18,FAVOURITED,System Administrator
-1.49E+18,7.13E+18,VIEW,System Administrator
-1.49E+18,7.13E+18,VIEW,System Administrator
-1.49E+18,7.53E+18,VIEW,System Administrator
-1.49E+18,7.53E+18,VIEW,System Administrator
-1.49E+18,8.86E+18,VIEW,System Administrator
-1.49E+18,-8.02E+18,VIEW,System Administrator
-1.49E+18,-7.96E+18,VIEW,System Administrator
-1.49E+18,6.93E+17,VIEW,System Administrator
-1.49E+18,-7.96E+18,VIEW,System Administrator
-1.49E+18,-8.02E+18,VIEW,System Administrator
-1.49E+18,8.86E+18,VIEW,System Administrator
-1.49E+18,6.93E+17,VIEW,System Administrator
-1.49E+18,-4.16E+18,VIEW,System Administrator
-1.49E+18,-4.16E+18,VIEW,System Administrator
-1.49E+18,4.31E+18,VIEW,System Administrator
-1.49E+18,4.31E+18,VIEW,System Administrator
-1.49E+18,-2.63E+18,VIEW,System Administrator
-1.49E+18,-2.63E+18,VIEW,System Administrator
-1.49E+18,-7.27E+18,VIEW,System Administrator
-1.49E+18,-7.27E+18,VIEW,System Administrator
-1.49E+18,1.32E+18,VIEW,System Administrator
-1.49E+18,1.32E+18,VIEW,System Administrator
-1.49E+18,-6.79E+18,VIEW,System Administrator
-1.49E+18,-6.79E+18,VIEW,System Administrator
-1.49E+18,2.97E+18,VIEW,System Administrator
-1.49E+18,-5.88E+17,VIEW,System Administrator
-1.49E+18,-2.51E+18,VIEW,System Administrator
-1.49E+18,3.51E+18,VIEW,System Administrator
-1.49E+18,-6.25E+18,VIEW,System Administrator
-1.49E+18,3.51E+18,VIEW,System Administrator
-1.49E+18,-2.51E+18,VIEW,System Administrator
-1.49E+18,2.97E+18,VIEW,System Administrator
-1.49E+18,-5.88E+17,VIEW,System Administrator
-1.49E+18,-6.25E+18,VIEW,System Administrator
-1.49E+18,5.32E+18,VIEW,System Administrator
-1.49E+18,5.32E+18,VIEW,System Administrator
-1.49E+18,-9.02E+18,VIEW,System Administrator
-1.49E+18,-9.05E+18,VIEW,System Administrator
-1.49E+18,-9.02E+18,VIEW,System Administrator
-1.49E+18,-9.05E+18,VIEW,System Administrator
3.06E+18,3.61E+18,VIEW,SAP TM Consultant
3.06E+18,3.61E+18,VIEW,SAP TM Consultant
3.06E+18,2.29E+18,VIEW,SAP TM Consultant
3.06E+18,2.29E+18,VIEW,SAP TM Consultant
3.06E+18,5.71E+18,VIEW,SAP TM Consultant
3.06E+18,-3.60E+18,VIEW,SAP TM Consultant
3.06E+18,5.71E+18,VIEW,SAP TM Consultant
3.06E+18,-3.60E+18,VIEW,SAP TM Consultant
3.06E+18,-1.44E+18,VIEW,SAP TM Consultant
3.06E+18,-1.48E+18,VIEW,SAP TM Consultant
3.06E+18,-6.94E+18,VIEW,SAP TM Consultant
3.06E+18,-6.94E+18,VIEW,SAP TM Consultant
3.06E+18,-1.48E+18,FAVOURITED,SAP TM Consultant
3.06E+18,-1.48E+18,VIEW,SAP TM Consultant
3.06E+18,-1.44E+18,VIEW,SAP TM Consultant
3.06E+18,-2.53E+18,VIEW,SAP TM Consultant
3.06E+18,-2.53E+18,VIEW,SAP TM Consultant
3.06E+18,-4.09E+18,VIEW,SAP TM Consultant
3.06E+18,-4.09E+18,VIEW,SAP TM Consultant
3.06E+18,2.42E+18,VIEW,SAP TM Consultant
3.06E+18,2.42E+18,VIEW,SAP TM Consultant
3.06E+18,2.90E+18,VIEW,SAP TM Consultant
3.06E+18,2.90E+18,VIEW,SAP TM Consultant
3.06E+18,2.42E+18,VIEW,SAP TM Consultant
3.06E+18,-1.44E+18,VIEW,SAP TM Consultant
3.06E+18,6.64E+18,VIEW,SAP TM Consultant
3.06E+18,6.64E+18,VIEW,SAP TM Consultant
3.06E+18,-2.63E+18,VIEW,SAP TM Consultant
3.06E+18,-2.63E+18,VIEW,SAP TM Consultant
3.46E+18,1.91E+18,VIEW,Lecturer
3.46E+18,1.91E+18,VIEW,Lecturer
3.46E+18,7.29E+18,VIEW,Lecturer
3.46E+18,-4.59E+18,VIEW,Lecturer
3.46E+18,-8.85E+18,VIEW,Lecturer
3.46E+18,-7.53E+18,VIEW,Lecturer
3.46E+18,-7.53E+18,VIEW,Lecturer
3.46E+18,-7.53E+18,VIEW,Lecturer
3.46E+18,-7.53E+18,APPLIED,Lecturer
3.46E+18,3.38E+18,VIEW,Lecturer
3.46E+18,-2.63E+18,VIEW,Lecturer
3.46E+18,-2.63E+18,APPLIED,Lecturer
3.46E+18,-4.72E+18,VIEW,Lecturer
3.46E+18,-4.72E+18,VIEW,Lecturer
3.46E+18,-1.13E+18,VIEW,Lecturer
3.46E+18,-2.63E+18,VIEW,Lecturer
7.76E+18,1.91E+18,VIEW,Nurse
7.76E+18,1.91E+18,VIEW,Nurse
7.76E+18,2.95E+18,VIEW,Nurse
7.76E+18,2.55E+18,VIEW,Nurse
7.76E+18,-7.57E+18,VIEW,Nurse
7.76E+18,3.38E+18,VIEW,Nurse
7.76E+18,-7.09E+17,VIEW,Nurse
7.76E+18,-2.63E+18,VIEW,Nurse
2.37E+18,7.78E+18,VIEW,Sales Executive
2.37E+18,7.78E+18,VIEW,Sales Executive
2.37E+18,-4.17E+18,VIEW,Sales Executive
2.37E+18,-4.17E+18,VIEW,Sales Executive
2.37E+18,1.67E+18,VIEW,Sales Executive
2.37E+18,1.67E+18,VIEW,Sales Executive
2.37E+18,7.39E+18,VIEW,Sales Executive
2.37E+18,-9.06E+18,VIEW,Sales Executive
2.37E+18,7.39E+18,VIEW,Sales Executive
2.37E+18,-4.45E+17,VIEW,Sales Executive
2.37E+18,-9.06E+18,VIEW,Sales Executive
2.37E+18,-4.45E+17,VIEW,Sales Executive
2.37E+18,7.53E+18,FAVOURITED,Sales Executive
2.37E+18,1.67E+18,VIEW,Sales Executive
2.37E+18,1.67E+18,APPLIED,Sales Executive
2.37E+18,3.58E+18,VIEW,Sales Executive
2.37E+18,3.58E+18,FAVOURITED,Sales Executive
2.37E+18,3.58E+18,VIEW,Sales Executive
2.37E+18,8.24E+18,VIEW,Sales Executive
2.37E+18,8.24E+18,VIEW,Sales Executive
2.37E+18,3.83E+18,VIEW,Sales Executive
2.37E+18,3.83E+18,VIEW,Sales Executive
2.37E+18,8.82E+17,VIEW,Sales Executive
2.37E+18,8.82E+17,VIEW,Sales Executive
2.37E+18,3.61E+18,VIEW,Sales Executive
2.37E+18,3.61E+18,VIEW,Sales Executive
2.37E+18,-5.00E+18,FAVOURITED,Sales Executive
2.37E+18,-5.00E+18,VIEW,Sales Executive
2.37E+18,-5.00E+18,VIEW,Sales Executive
2.37E+18,-5.00E+18,VIEW,Sales Executive
2.37E+18,3.64E+18,VIEW,Sales Executive
2.37E+18,3.64E+18,VIEW,Sales Executive
2.37E+18,-8.43E+18,VIEW,Sales Executive
2.37E+18,-5.20E+18,VIEW,Sales Executive
2.37E+18,-5.20E+18,VIEW,Sales Executive
2.37E+18,-8.43E+18,VIEW,Sales Executive
2.37E+18,9.01E+18,VIEW,Sales Executive
2.37E+18,9.01E+18,VIEW,Sales Executive
2.37E+18,3.64E+18,VIEW,Sales Executive
2.37E+18,1.67E+18,VIEW,Sales Executive
2.37E+18,-5.35E+17,VIEW,Sales Executive
2.37E+18,-5.35E+17,FAVOURITED,Sales Executive
2.37E+18,3.64E+18,VIEW,Sales Executive
2.37E+18,9.11E+18,VIEW,Sales Executive
2.37E+18,1.67E+18,VIEW,Sales Executive
2.37E+18,-5.35E+17,VIEW,Sales Executive
2.37E+18,9.11E+18,VIEW,Sales Executive
2.37E+18,3.64E+18,VIEW,Sales Executive
2.37E+18,3.64E+18,VIEW,Sales Executive
2.37E+18,3.43E+18,VIEW,Sales Executive
2.37E+18,3.43E+18,VIEW,Sales Executive
2.37E+18,-8.42E+18,FAVOURITED,Sales Executive
2.37E+18,-8.42E+18,VIEW,Sales Executive
2.37E+18,-8.42E+18,VIEW,Sales Executive
2.37E+18,1.67E+18,VIEW,Sales Executive
2.37E+18,-5.16E+18,VIEW,Sales Executive
2.37E+18,-5.16E+18,VIEW,Sales Executive
2.37E+18,6.02E+18,VIEW,Sales Executive
2.37E+18,6.02E+18,VIEW,Sales Executive
2.37E+18,2.22E+18,VIEW,Sales Executive
2.37E+18,1.67E+18,VIEW,Sales Executive
2.37E+18,1.67E+18,VIEW,Sales Executive
2.37E+18,7.78E+18,VIEW,Sales Executive
2.37E+18,8.34E+18,FAVOURITED,Sales Executive
2.37E+18,8.34E+18,VIEW,Sales Executive
2.37E+18,8.34E+18,VIEW,Sales Executive
2.37E+18,-5.20E+18,VIEW,Sales Executive
2.37E+18,-6.90E+18,FAVOURITED,Sales Executive
2.37E+18,-6.90E+18,VIEW,Sales Executive
2.37E+18,-6.90E+18,VIEW,Sales Executive
2.37E+18,-3.36E+18,VIEW,Sales Executive
2.37E+18,-3.36E+18,VIEW,Sales Executive
2.37E+18,7.74E+18,VIEW,Sales Executive
2.37E+18,-3.54E+18,VIEW,Sales Executive
2.37E+18,-3.54E+18,VIEW,Sales Executive
2.37E+18,-3.54E+18,FAVOURITED,Sales Executive
2.37E+18,-3.54E+18,VIEW,Sales Executive
2.37E+18,3.74E+18,VIEW,Sales Executive
2.37E+18,3.74E+18,VIEW,Sales Executive
2.37E+18,3.74E+18,FAVOURITED,Sales Executive
2.37E+18,6.94E+18,VIEW,Sales Executive
2.37E+18,6.94E+18,VIEW,Sales Executive
2.37E+18,-5.11E+17,VIEW,Sales Executive
2.37E+18,-5.11E+17,VIEW,Sales Executive
2.37E+18,4.95E+18,VIEW,Sales Executive
2.37E+18,4.95E+18,VIEW,Sales Executive
2.37E+18,7.74E+18,VIEW,Sales Executive
2.37E+18,8.41E+18,VIEW,Sales Executive
2.37E+18,7.74E+18,VIEW,Sales Executive
